title,link,pubDate
"""한국이 일본 이긴 결정적 이유?"" 대만 `반도체 대부`가 밝힌 비밀 - 매일경제",https://www.mk.co.kr/news/world/view/2022/03/274338/,"Sun, 27 Mar 2022 16:52:23 GMT"
TSMC '넘사벽' 1위 굳히나...반도체 수주 확대 - ZD넷 코리아,https://zdnet.co.kr/view/?no=20220325123152,"Fri, 25 Mar 2022 04:10:18 GMT"
"KT, 드론 띄워 안전 지킨다…삼성 반도체 사업장에 설치 - 매일경제",https://www.mk.co.kr/news/it/view/2022/03/276597/,"Sun, 27 Mar 2022 09:21:20 GMT"
"[단독] 美, 韓에 '칩4 동맹' 제안…'반도체망서 中 고립' - 서울경제 - 서울경제신문",https://www.sedaily.com/NewsVIew/263KWTWF35,"Sun, 27 Mar 2022 08:33:35 GMT"
"GM, 반도체 부족에 픽업트럭 일부 생산 중단 - 조선비즈 - 조선비즈",https://biz.chosun.com/international/international_economy/2022/03/27/S3KXFHJAIRBHDOEMCWBSWEIHVU/,"Sat, 26 Mar 2022 23:24:00 GMT"
"한국세라믹기술원, 글로벌 초격차 반도체 강국 위한 지원시설 착공 - 헬로티 – 매일 만나는 첨단 산업, IT 소식",https://hellot.net/news/article.html?no=66775,"Sat, 26 Mar 2022 23:56:51 GMT"
반도체 연구와 대학의 역할 < 관악시평 < 기고 < 오피니언 < 기사본문 - 대학신문,http://www.snunews.com/news/articleView.html?idxno=30530,"Sat, 26 Mar 2022 22:49:15 GMT"
반도체 공급난에 웨이퍼도 떴다… 16% 성장한 49兆 시장 - 조선비즈 - 조선비즈,https://biz.chosun.com/it-science/ict/2022/03/22/HNW56CDU4VEMRJHPBZDZAXFLVE/,"Mon, 21 Mar 2022 21:00:00 GMT"
"SK하이닉스, 서강대에 ‘시스템반도체공학과’ 공동 신설 - 조선비즈 - 조선비즈",https://biz.chosun.com/it-science/ict/2022/03/25/FS2XH5FBZRACLL2Q52TWIWKJOE/,"Fri, 25 Mar 2022 00:31:00 GMT"
"반도체 1분기 '최대실적' 예고, 車 선방… 화학은 유가 직격탄 [기업 덮친 원자재 대란] - 파이낸셜뉴스",https://www.fnnews.com/news/202203271819153173,"Sun, 27 Mar 2022 09:19:00 GMT"
"이탈리아 POSEICO 반도체, ㈜다이오드전자와 손잡고 한국 시장 진출 - 매일경제",https://www.mk.co.kr/news/business/view/2022/03/274439/,"Sat, 26 Mar 2022 00:00:02 GMT"
"반도체·2차전지·IT 주가 상승률 `쑥`…""성장주 단기반등 주목"" - 매일경제",https://www.mk.co.kr/news/stock/view/2022/03/275294/,"Sat, 26 Mar 2022 22:14:01 GMT"
[단독] 바이든·시진핑 모두 尹과 `공급망` 논의…반도체 압박 시작됐다 - 매일경제,https://www.mk.co.kr/news/politics/view/2022/03/274763/,"Sat, 26 Mar 2022 05:26:34 GMT"
"성남시, '시스템 반도체' 전문인력 양성과정 30명 모집 - 경기매일",http://www.kgmaeil.net/news/articleView.html?idxno=288969,"Sun, 27 Mar 2022 05:38:23 GMT"
[기획]LCD 삼키고 세계 1위 오른 BOE…반도체만 건재 - 매일일보,https://www.m-i.kr/news/articleView.html?idxno=907048,"Sun, 27 Mar 2022 05:46:56 GMT"
미국 반도체 주식은 급등했는데 삼성전자는 왜? - 조선일보 - The Chosunilbo,https://www.chosun.com/economy/2022/03/25/3HRGO64JZVGZZO4KIG2KDXZ36I/,"Thu, 24 Mar 2022 22:50:00 GMT"
"[이혁재의 칩 비하인드]반도체 인력 양성, 골든 타임이 지나간다. - 서울경제 - 서울경제신문",https://www.sedaily.com/NewsVIew/263KFAA1FQ,"Fri, 25 Mar 2022 22:00:00 GMT"
美 반도체 폭발적 성장세…의존도 줄이기 가속화 - The Guru (더 구루),https://www.theguru.co.kr/news/article.html?no=32968,"Sat, 26 Mar 2022 15:00:38 GMT"
올해 국내 반도체기판 시장 19% 성장 전망 - 전자부품 전문 미디어 디일렉 - 디일렉,http://www.thelec.kr/news/articleView.html?idxno=16482,"Fri, 25 Mar 2022 06:09:07 GMT"
"한화그룹, 중국 반도체⋅디스플레이 장비 사업서 보폭 넓혀 - KIPOST",https://www.kipost.net/news/articleView.html?idxno=212730,"Sun, 27 Mar 2022 05:45:00 GMT"
반도체 ‘쌓고 묶는’ 패키징 주목… TSMC 한발 앞서가는데 삼성은 - 조선비즈 - 조선비즈,https://biz.chosun.com/it-science/ict/2022/03/08/DV6AC6JHJFCZZFLWHQPJBA3J3M/,"Tue, 08 Mar 2022 08:00:00 GMT"
"중고차 1대당 판매수익, 신차보다 커…반도체 부족에 가격상승 우려 - 매일경제",https://www.mk.co.kr/news/economy/view/2022/03/275257/,"Sat, 26 Mar 2022 21:21:00 GMT"
경북도 차세대 반도체 육성…WBG 반도체 클러스터 조성 추진 - 매일경제,https://www.mk.co.kr/news/society/view/2022/03/256562/,"Mon, 21 Mar 2022 05:49:27 GMT"
[영상] 반도체 패러다임 변화의 시작...'무어의 법칙'과 지능형 반도체 - 디일렉,http://www.thelec.kr/news/articleView.html?idxno=16256,"Fri, 04 Mar 2022 08:00:00 GMT"
"중국 횡포, '반도체용 네온가스 17배 폭등' - 전자신문",https://m.etnews.com/20220325000180,"Sat, 26 Mar 2022 07:00:00 GMT"
[줌인] 삼성전자 추격 속도내는 中 반도체 기업들 - 조선비즈 - 조선비즈,https://biz.chosun.com/international/international_general/2022/03/22/RORDMOWBCVBWJHDPB2YHKRSRRI/,"Tue, 22 Mar 2022 05:03:00 GMT"
"삼성전자 반도체 직원, 기밀유출 시도하다 적발 - 매일경제",https://www.mk.co.kr/news/business/view/2022/03/265217/,"Wed, 23 Mar 2022 07:11:20 GMT"
뉴욕증시 세대교체…FAANG 대신 MANGO가 뜬다 [매경 월가월부] - 매일경제,https://www.mk.co.kr/news/stock/view/2022/03/276637/,"Sun, 27 Mar 2022 09:45:24 GMT"
"뉴욕증시 3대지수 상승…반도체 강세, 엔비디아 9%대↑ - 한국금융신문",https://www.fntimes.com/view.php?ud=2022032508030169179ad43907_18,"Fri, 25 Mar 2022 00:10:29 GMT"
반도체 패키지 기판에 사활 걸었다… 장덕현 삼성전기 사장의 도전 - 조선비즈 - 조선비즈,https://biz.chosun.com/it-science/ict/2022/03/20/BDX6SPNMV5FFHLMFUNLRBNSEF4/,"Sat, 19 Mar 2022 21:00:00 GMT"
"AI 반도체 86兆 시장 전망… “韓 기업, 원천 기술 확보하라” - 조선비즈 - 조선비즈",https://biz.chosun.com/it-science/ict/2022/03/15/6YYYZEORUZA7BFIXHGSNDQYBKQ/,"Tue, 15 Mar 2022 07:00:00 GMT"
"""中 기업, 러시아에 반도체 팔면 폐업할 수도"" - 전자신문",https://www.etnews.com/20220324000184,"Thu, 24 Mar 2022 04:52:00 GMT"
"반도체 호황 계속된다… 1월 매출 26.8% 껑충, 올해 800조 돌파 전망 - 조선비즈 - 조선비즈",https://biz.chosun.com/it-science/ict/2022/03/09/N6SQMYZMZJDADPGIDUIY2OUKQ4/,"Wed, 09 Mar 2022 08:00:00 GMT"
"큐알티, 반도체 소프트에러 정밀 평가 분석 장비 도입 - 전자신문",https://m.etnews.com/20220324000173,"Thu, 24 Mar 2022 04:43:00 GMT"
대만 지진으로 TSMC 공장 가동 중단...반도체 공급망 자연 재해 잠재 위험 커져 - 전자신문,https://m.etnews.com/20220323000272,"Wed, 23 Mar 2022 09:04:00 GMT"
[소부장칼럼]반도체 내셔널리즘 시대의 전략 - 전자신문,https://m.etnews.com/20220323000175,"Wed, 23 Mar 2022 05:07:00 GMT"
차세대 반도체·AI…대학들 '기업 맞춤형 인재' 키운다 - 한국경제,https://www.hankyung.com/society/article/2022032736691,"Sun, 27 Mar 2022 08:02:59 GMT"
'절대 못 따라 한다'는 애플의 반도체 전략 - 티타임즈,http://www.ttimes.co.kr/view.html?no=2022032319307740590,"Thu, 24 Mar 2022 05:25:00 GMT"
"반도체 장비 투자액, 올해 1030억 달러로 역대 최대치 기록 전망 - 디일렉",http://www.thelec.kr/news/articleView.html?idxno=16458,"Wed, 23 Mar 2022 05:37:28 GMT"
농번기 코앞인데… 트랙터도 반도체난에 3개월 대기 - 조선비즈 - 조선비즈,https://biz.chosun.com/industry/company/2022/03/18/LUO3RV7NUZHGTIKSCAWE3A53O4/,"Fri, 18 Mar 2022 07:00:00 GMT"
"삼성전기, 부산에 3000억원 투자…첨단 반도체 기판 공장 증설 - 조선비즈 - 조선비즈",https://biz.chosun.com/it-science/ict/2022/03/21/YTKKTNWAU5G5FDZFD26SXP46YA/,"Mon, 21 Mar 2022 00:16:00 GMT"
"[尹인수위 파워그룹] 반도체 전문가 유웅환, 尹의 반도체 초강대국 리드 - 아주경제",https://www.ajunews.com/view/20220325135022268,"Fri, 25 Mar 2022 06:09:29 GMT"
"삼성전자, 첨단공정 조기 개발·선제 투자…시스템반도체 세계 1위 도약 - 매일경제",https://www.mk.co.kr/news/special-edition/view/2022/03/266253/,"Wed, 23 Mar 2022 19:01:03 GMT"
"美 반도체株 바닥 다졌나…""러 제재 영향 적고 서버수요 늘어"" - 매일경제",https://www.mk.co.kr/news/stock/view/2022/03/226076/,"Thu, 10 Mar 2022 08:00:00 GMT"
"삼성 지원 연구팀, 빛으로 고체 성질변화 기술 개발…반도체 신소재 신기원 - 조선비즈 - 조선비즈",https://biz.chosun.com/it-science/ict/2022/03/22/DIXJIHOCOJEKRO3FFZNLUH7ZDI/,"Tue, 22 Mar 2022 02:00:00 GMT"
"국내 연구진, 친환경·반도체공정 기대주 준안정상 소재 새 합성법 세계 첫 개발 - 동아사이언스",https://www.dongascience.com/news.php?idx=53232,"Wed, 23 Mar 2022 16:00:00 GMT"
"日 반도체 공장 지진 피해에 車 울고, 메모리 웃고 - 전자신문",https://m.etnews.com/20220318000172,"Fri, 18 Mar 2022 07:00:00 GMT"
"ASML ""2년간 반도체 EUV 장비 부족"" - ZD넷 코리아",https://zdnet.co.kr/view/?no=20220322100846,"Tue, 22 Mar 2022 01:40:41 GMT"
"국내 OSAT 업계, 반도체 호황 속 지난해 매출 10% 이상 성장 - 디일렉",http://www.thelec.kr/news/articleView.html?idxno=16316,"Fri, 11 Mar 2022 08:00:00 GMT"
"삼성전자, 반도체 세계 1위도 불안하다 - 조선일보 - The Chosunilbo",https://www.chosun.com/economy/2022/03/11/QABYF645GNB3LCXIVTUG2ELAGA/,"Fri, 11 Mar 2022 08:00:00 GMT"
삼성전자 임직원 11만명 넘었다… “반도체 인재 모십니다” - 조선비즈 - 조선비즈,https://biz.chosun.com/it-science/ict/2022/03/11/5TTR4BY5K5FNXNT6HQBUACSPIY/,"Fri, 11 Mar 2022 08:00:00 GMT"
"SK실트론, 1조 투자해 반도체 웨이퍼 톱3 노려 - 매일경제",https://www.mk.co.kr/news/business/view/2022/03/243621/,"Wed, 16 Mar 2022 07:00:00 GMT"
“머리카락 수만분의 1 초미세공정 어렵네”… 반도체 ‘나노 경쟁’ 한계 부딪힌 삼성·TSMC - 조선비즈 - 조선비즈,https://biz.chosun.com/it-science/ict/2022/03/02/K6O7PJ2LBBGSFLOEC7XRZJINU4/,"Wed, 02 Mar 2022 08:00:00 GMT"
"애플, 韓 찾아 자율주행칩 맡겼다… 퀄컴 전력반도체도 국내서 생산 - 조선비즈 - 조선비즈",https://biz.chosun.com/it-science/ict/2022/03/10/SX4CFU3KTNCQDJV45QCJKAX2H4/,"Thu, 10 Mar 2022 08:00:00 GMT"
[윤석열 시대] ‘반도체 세계 제패’ 50+α兆 기금 조성해 산업·인재 키운다 - 조선비즈 - 조선비즈,https://biz.chosun.com/it-science/ict/2022/03/10/6USWJQ26CFASZGXPBSWIYSPUCE/,"Thu, 10 Mar 2022 08:00:00 GMT"
"美, 탈탄소 핵심 'WBG 반도체' 주목 - The Guru (더 구루)",https://www.theguru.co.kr/news/article.html?no=33031,"Sat, 26 Mar 2022 15:00:20 GMT"
[스페셜리포트]'반도체 굴기' 완성하라…장비 키우는 中 - 전자신문,https://m.etnews.com/20220307000068,"Mon, 07 Mar 2022 08:00:00 GMT"
“K-반도체 벨트의 중심축으로 성장할 것” - 조선일보 - The Chosunilbo,https://www.chosun.com/special/special_section/2022/03/21/WK3VVW754ZAIVI364YTUK2QNQA/,"Sun, 20 Mar 2022 18:00:00 GMT"
"박정호 SK스퀘어 대표 ""반도체·미래 플랫폼 투자할 것"" - 한국일보",https://m.hankookilbo.com/News/Read/A2022032417540003819,"Thu, 24 Mar 2022 09:16:00 GMT"
[스페셜리포트]반도체 후공정 인프라 투자 경쟁도 후끈 - 전자신문,https://m.etnews.com/20220322000176,"Tue, 22 Mar 2022 05:12:00 GMT"
"반도체·2차전지·IT 주가 상승률 '쑥'…""성장주 단기반등 주목"" - 연합뉴스",https://www.yna.co.kr/view/AKR20220325145200002?section=economy/all&site=major_news04,"Sat, 26 Mar 2022 22:14:01 GMT"
반도체 공장과 닮은 삼성바이오로직스 공장…제2의 신화 가능할까? - 시사오늘(시사ON),https://www.sisaon.co.kr/news/articleView.html?idxno=137402,"Thu, 24 Mar 2022 04:50:00 GMT"
"복합 반도체 재료 시장 규모, 생산 및 글로벌 수요 분석 2021~2027 - 크립토프레소 Cryptopresso",https://cryptopresso.com/%EC%86%8C%EC%8B%9D/%EB%B3%B5%ED%95%A9-%EB%B0%98%EB%8F%84%EC%B2%B4-%EC%9E%AC%EB%A3%8C-%EC%8B%9C%EC%9E%A5-%EA%B7%9C%EB%AA%A8-%EC%83%9D%EC%82%B0-%EB%B0%8F-%EA%B8%80%EB%A1%9C%EB%B2%8C-%EC%88%98%EC%9A%94-%EB%B6%84%EC%84%9D/295624/,"Sun, 27 Mar 2022 17:56:01 GMT"
"DGIST, 차세대 광센서 원천기술 개발...비대칭 전계효과 이용해 고감도, 유연소자등에 적용 가능 - 헬로티 – 매일 만나는 첨단 산업, IT 소식",https://hellot.net/news/article.html?no=66777,"Sun, 27 Mar 2022 00:11:46 GMT"
"현대차 ""반도체 최적배분해 공급 확대""…정의선 사내이사 재선임(종합2보) - 매일경제",https://www.mk.co.kr/news/business/view/2022/03/269416/,"Thu, 24 Mar 2022 07:21:05 GMT"
"상상초월 반도체 `쩐의 전쟁` 시작…올해 TSMC 50조 인텔 30조, 삼성은 얼마? - 매일경제",https://www.mk.co.kr/news/business/view/2022/03/206012/,"Fri, 04 Mar 2022 08:00:00 GMT"
제 13대 한국반도체산업협회장에 곽노정 SK하이닉스 사장 선임 - 디일렉,http://www.thelec.kr/news/articleView.html?idxno=16277,"Mon, 07 Mar 2022 08:00:00 GMT"
[한국주식 원포인트 레슨] 현금흐름 좋은 반도체株 긴축부담 작아 - 매일경제,https://www.mk.co.kr/news/economy/view/2022/03/270805/,"Thu, 24 Mar 2022 19:03:01 GMT"
내일부터 對러 수출 통제…반도체-컴퓨터 등 허가 받아야 - 게임동아,https://www.donga.com/news/Economy/article/all/20220325/112533513/1,"Fri, 25 Mar 2022 05:35:00 GMT"
반도체 수급난에 대기업 진출까지…중고차 시장 '지각변동' - 대전일보,http://www.daejonilbo.com/news/newsitem.asp?pk_no=1511927,"Sun, 27 Mar 2022 08:50:05 GMT"
"한미반도체, 차량용 칩 절단장비 개발 - 한국경제",https://www.hankyung.com/economy/article/2022031728651,"Thu, 17 Mar 2022 08:52:24 GMT"
3년째 발 묶인 120조 용인 반도체 클러스터… “보상 더” 토지 수용률 30% 불과 - 조선비즈 - 조선비즈,https://biz.chosun.com/it-science/ict/2022/03/06/LPZCWVSQZFF4BNOZYWNX7S7LR4/,"Sun, 06 Mar 2022 08:00:00 GMT"
"李·尹, “반도체 강국” 약속… 소부장 강화 한목소리 - 조선비즈 - 조선비즈",https://biz.chosun.com/it-science/ict/2022/03/09/4DFVOO3GEVDCFF5S7VZIEDHG5E/,"Wed, 09 Mar 2022 08:00:00 GMT"
"㈜한화, 반도체 원료 특수가스 기업 인수… 정밀화학 진출 - 조선비즈 - 조선비즈",https://biz.chosun.com/industry/company/2022/03/23/AZXUPB4WHJB23IAMIXUXXECAWU/,"Wed, 23 Mar 2022 05:16:00 GMT"
"답답한 코스피, 악재 내성-반도체 업고 박스권 벗어날까 - 에너지경제",https://www.ekn.kr/web/view.php?key=20220327010004447,"Sun, 27 Mar 2022 00:53:59 GMT"
"LX세미콘, 국내 최대 팹리스 저력 보이나 < 전자 < IT/게임 < 기사본문 - 이코노믹리뷰",http://www.econovill.com/news/articleView.html?idxno=569977,"Fri, 25 Mar 2022 10:20:03 GMT"
[특징주] 우크라 사태 장기화에 반도체株 연일 하락…삼성전자 다시 ‘6만전자’ - 조선비즈 - 조선비즈,https://biz.chosun.com/stock/market_trend/2022/03/08/ZMLTQZDDMBHUTM3AE3O7JGCOAI/,"Tue, 08 Mar 2022 08:00:00 GMT"
"‘반도체회사’ 애플의 전략, 지난 9일 이벤트가 보여준 세 가지 [최원석의 디코드] - 조선일보 - The Chosunilbo",https://www.chosun.com/economy/int_economy/2022/03/10/U36FP24HZJHK7KONIFAYHHTWDY/,"Thu, 10 Mar 2022 08:00:00 GMT"
"삼성전자 ""올해 반도체 매출 전년대비 9% 이상 성장할 것"" - ZD넷 코리아",https://zdnet.co.kr/view/?no=20220316103332,"Wed, 16 Mar 2022 07:00:00 GMT"
커지는 반도체 시장...'뉴 챌린저스' 뜬다 < 전자 < IT/게임 < 기사본문 - 이코노믹리뷰,http://www.econovill.com/news/articleView.html?idxno=568255,"Sun, 13 Mar 2022 08:00:00 GMT"
"미국 반도체 기술 쓴 삼성전자 SK하이닉스, 전쟁 영향 불가피 - 조선일보 - The Chosunilbo",https://www.chosun.com/economy/industry-company/2022/03/01/CXV6ZGMKCVA3FICZ45TX5WBAYE/,"Tue, 01 Mar 2022 08:00:00 GMT"
"삼성전자 작년 시설투자 48조원 최대 규모…반도체에만 43조5천억원 투자 - 헬로티 – 매일 만나는 첨단 산업, IT 소식",https://www.hellot.net/news/article.html?no=66301,"Wed, 09 Mar 2022 08:00:00 GMT"
"두산, '반도체 사업' 진출 선언 “반도체 후공정 업체 테스나 인수” - 이코노믹리뷰",http://www.econovill.com/news/articleView.html?idxno=567944,"Tue, 08 Mar 2022 08:00:00 GMT"
"삼성전자 또 백악관 불려갔다…바이든 ""삼성 반도체 21조 투자 땡큐"" - 매일경제",https://www.mk.co.kr/news/business/view/2022/03/223216/,"Thu, 10 Mar 2022 08:00:00 GMT"
'반도체는 편자의 못'…韓 주도권 잃으면 안보동맹서 소외될 수도 - 서울경제 - 서울경제신문,https://www.sedaily.com/NewsVIew/2639GIVOUU,"Wed, 02 Mar 2022 08:00:00 GMT"
10년된 내 차를 새 차로... 반도체 만들다 개발한 이 장치 - 조선일보 - The Chosunilbo,https://www.chosun.com/economy/startup_story/2022/03/03/ECAKE4XQGFFPNHKKNJII2DFAVM/,"Thu, 03 Mar 2022 08:00:00 GMT"
"[채널Who] 반도체 '다 하는' 삼성전자, AI 반도체에서 저력 보여준다 - 비즈니스포스트",https://m.businesspost.co.kr/BP?command=mobile_view&num=274170,"Fri, 11 Mar 2022 08:00:00 GMT"
"러시아, 수출 금지·제한 품목 총 500개 발표… 반도체소자 등 포함 - 조선비즈 - 조선비즈",https://biz.chosun.com/policy/policy_sub/2022/03/12/AVVUZ3KVM5HJXP33FZDC72IVUI/,"Sat, 12 Mar 2022 08:00:00 GMT"
수개월 기다리느니… 반도체 대란에 없어서 못 파는 전시차 - 조선비즈 - 조선비즈,https://biz.chosun.com/industry/car/2022/03/06/I7TGAKYW3NEL5P6Q5BIPUVEVIE/,"Sun, 06 Mar 2022 08:00:00 GMT"
"반도체 강국 대만, “더 이상 혼자가 아니다”[오늘과 내일/배극인] - 게임동아",https://www.donga.com/news/Opinion/article/all/20220308/112216658/1,"Tue, 08 Mar 2022 08:00:00 GMT"
러시아 때문에 반도체 대란?…핵심소재 가격 얼마나 올랐길래 [나기자의 통계로 세상읽기] - 매일경제,https://www.mk.co.kr/premium/special-report/view/2022/03/31590/,"Sat, 05 Mar 2022 08:00:00 GMT"
"전력반도체, 2025년까지 연평균 48%씩 고성장 전망 - 조세일보",http://m.joseilbo.com/news/view.htm?newsid=448646,"Fri, 11 Mar 2022 08:00:00 GMT"
낸드플래시 확대… 메모리 반도체 분야 꽉 잡는다 - 게임동아,https://www.donga.com/news/Economy/article/all/20220226/112051154/1,"Mon, 28 Feb 2022 08:00:00 GMT"
"서플러스글로벌, 반도체 중고장비 이어 '부품유통' 사업 본격화한다 - 디일렉",http://www.thelec.kr/news/articleView.html?idxno=16268,"Mon, 07 Mar 2022 08:00:00 GMT"
"LG이노텍, 미래 성장동력 '반도체용 기판' 꽂혔다 - 비즈니스워치",http://news.bizwatch.co.kr/article/industry/2022/02/25/0003,"Sat, 26 Feb 2022 08:00:00 GMT"
"큐알티, '정전기 방전 보호용 반도체 소자' 개발기술 특허 출원 - 디일렉",http://www.thelec.kr/news/articleView.html?idxno=16214,"Wed, 02 Mar 2022 08:00:00 GMT"
삼성전자·TSMC·하이닉스… 반도체 종목 집중투자 - 조선일보 - The Chosunilbo,https://www.chosun.com/economy/money/2022/03/09/6WR2NL5NWVGGZLCUCNAUNZOJSI/,"Wed, 09 Mar 2022 08:00:00 GMT"
"[미국주식톱픽] '그래도 반도체'...서학개미, 반도체 레버리지 3배 베팅 - 뉴스핌",https://m.newspim.com/news/view/20220311000500,"Sat, 12 Mar 2022 21:00:00 GMT"
"현대모비스, 반도체 설계 경력직 대거 채용하는 이유는 [뒷북비즈] - 서울경제 - 서울경제신문",https://www.sedaily.com/NewsVIew/263ASYMMEV,"Sat, 05 Mar 2022 08:00:00 GMT"
"[고민 깊은 삼성] 시스템반도체 고전, 경계현 파운드리 경쟁력 강화 시급 - 비즈니스포스트",https://m.businesspost.co.kr/BP?command=mobile_view&num=274906,"Fri, 18 Mar 2022 07:00:00 GMT"
